,ID,Name
14609,Funhe2EKm000822,
14589,Funhe2EKm000821,
14590,Funhe2EKm000821t1,DNA cross-link repair 1A protein (100%P)
14632,Funhe2EKm000823,
14633,Funhe2EKm000823t1,Uncharacterized protein
14636,Funhe2EKm000824,
14637,Funhe2EKm000824t1,Beta-1 adrenergic receptor (100%P)
14641,Funhe2EKm000825,
14642,Funhe2EKm000825t1,Chromosome 10 open reading frame (100%P)
63892,Funhe2EKm003698t1,ERO1 protein alpha (100%M)
63891,Funhe2EKm003698,
63886,Funhe2EKm003697t1,Uncharacterized protein (73%U)
63885,Funhe2EKm003697t1,Uncharacterized protein (73%U)
63884,Funhe2EKm003697,
63922,Funhe2EKm003699t1,Sterile alpha motif domain containing 4A (100%T)
63921,Funhe2EKm003699t1,Sterile alpha motif domain containing 4A (100%T)
63920,Funhe2EKm003699,
63816,Funhe2EKm003694,
63817,Funhe2EKm003694t1,Golgi glycoprotein 1 (94%P)
63860,Funhe2EKm003695,
63861,Funhe2EKm003695t1,Kinase C and casein kinase substrate in neurons protein (100%P)
64056,Funhe2EKm003704t1,Uncharacterized protein
64055,Funhe2EKm003704,
63950,Funhe2EKm003701t1,WD repeat and HMG-box DNA-binding 1 protein (100%P)
63949,Funhe2EKm003701,
63999,Funhe2EKm003703t1,DENN/MADD domain containing 4A (99%M)
63998,Funhe2EKm003703,
63993,Funhe2EKm003702t1,Suppressor of cytokine signaling (100%P)
63992,Funhe2EKm003702,
63647,Funhe2EKm003689t1,Myogenic differentiation (100%P)
63646,Funhe2EKm003689,
63654,Funhe2EKm003690,
63655,Funhe2EKm003690t1,Otogelin (83%P)
63575,Funhe2EKm003685,
63562,Funhe2EKm003683t1,GTP cyclohydrolase (100%P)
63560,Funhe2EKm003683,
63576,Funhe2EKm003685t1,Lymphocyte-specific protein (99%M)
63619,Funhe2EKm003688t1,"Troponin T type 3 (skeletal, fast) (81%P)"
63618,Funhe2EKm003688,
63607,Funhe2EKm003687,
63608,Funhe2EKm003687t1,Mucin-5AC (100%M)
63782,Funhe2EKm003691,
63783,Funhe2EKm003691t1,Uncharacterized protein
63801,Funhe2EKm003693t1,"Troponin I, cardiac muscle (99%Z)"
63800,Funhe2EKm003693,
63787,Funhe2EKm003692t1,"Anterior pharynx defective 1 B (C, elegans) (100%P)"
63786,Funhe2EKm003692,
220382,Funhe2EKm015728t1,si:dkey-8e10.2 (10%Z)
220381,Funhe2EKm015728,
220363,Funhe2EKm015725,
220364,Funhe2EKm015725t1,Uncharacterized protein (84%M)
220367,Funhe2EKm015727,
220369,Funhe2EKm015727t1,Deleted in malignant brain tumors 1 protein (70%P)
220368,Funhe2EKm015727t1,Deleted in malignant brain tumors 1 protein (70%P)
220387,Funhe2EKm015729,
220388,Funhe2EKm015729t1,Uncharacterized protein
220393,Funhe2EKm015730,
220394,Funhe2EKm015730t1,Uncharacterized protein
220399,Funhe2EKm015731,
220400,Funhe2EKm015731t1,Formin protein 2 (100%M)
212546,Funhe2EKm014816t1,"NACHT, LRR and PYD domains-containing protein 3 (62%M)"
220458,Funhe2EKm015732t1,Regucalcin (senescence marker protein-30) (100%P)
220457,Funhe2EKm015732,
212544,Funhe2EKm014816,
220473,Funhe2EKm015733t1,Vacuolar protein sorting-associated protein (99%P)
220472,Funhe2EKm015733,
220555,Funhe2EKm015735,
220556,Funhe2EKm015735t1,TE: Reverse transcriptase (70%C)
220560,Funhe2EKm015736,
220561,Funhe2EKm015736t1,TE: Polyprotein (78%M)
220568,Funhe2EKm015737t1,Nocturnin (47%M)
220571,Funhe2EKm015738,
220572,Funhe2EKm015738t1,Coagulation factor VIII (84%Z)
220576,Funhe2EKm015739,
220577,Funhe2EKm015739t1,acyl-coenzyme A thioesterase 4 (36%M)
220567,Funhe2EKm015737,
220519,Funhe2EKm015734,
220520,Funhe2EKm015734t1,Phosphatidylinositide phosphatase SAC1 (81%P)
220620,Funhe2EKm015742t1,Uncharacterized protein
220619,Funhe2EKm015742,
220580,Funhe2EKm015740,
220581,Funhe2EKm015740t1,Neoverrucotoxin subunit alpha (72%M)
220600,Funhe2EKm015741t1,tubulin tyrosine ligase (57%P)
220599,Funhe2EKm015741,
220593,Funhe2EKm020645t1,"Butyrophilin, subfamily 3, member A3 (95%T)"
220591,Funhe2EKm020645,
220636,Funhe2EKm015745t1,Zinc finger MYM-type protein 1 (33%U)
220635,Funhe2EKm015745,
220625,Funhe2EKm015744,
220626,Funhe2EKm015744t1,SI:dZ75P05.3.2 Novel protein (49%T)
220658,Funhe2EKm015748,
220646,Funhe2EKm015747,
220641,Funhe2EKm015746t1,General transcription factor II-I repeat domain-containing protein (90%Z)
220640,Funhe2EKm015746,
220659,Funhe2EKm015748t1,Natterin-2 (88%M)
220647,Funhe2EKm015747t1,Lecithin retinol acyltransferase (96%P)
220662,Funhe2EKm015749,
220669,Funhe2EKm015750t1,Natterin-2 (100%M)
220668,Funhe2EKm015750,
220663,Funhe2EKm015749t1,Uncharacterized protein (58%Z)
220695,Funhe2EKm015752t1,Uncharacterized protein
220700,Funhe2EKm015753,
220701,Funhe2EKm015753t1,Zinc finger protein (96%M)
220694,Funhe2EKm015752,
220674,Funhe2EKm015751,
220675,Funhe2EKm015751t1,Leucine-rich repeat and fibronectin type III domain-containing protein 1 protein (100%M)
220732,Funhe2EKm015755t1,calcium/calmodulin-dependent protein kinase IG (65%P)
220725,Funhe2EKm015756t1,Uncharacterized protein
220730,Funhe2EKm015755,
220724,Funhe2EKm015756,
220715,Funhe2EKm015754t1,calcium/calmodulin-dependent protein kinase IG (21%P)
220714,Funhe2EKm015754,
64230,Funhe2EKm003719,
64216,Funhe2EKm003718t1,"Ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2) (100%T)"
64231,Funhe2EKm003719t1,Cytohesin-1 (100%P)
64215,Funhe2EKm003718,
64121,Funhe2EKm003710,
64114,Funhe2EKm003709t1,Complement C1q tumor necrosis factor-related protein 6 (100%P)
64113,Funhe2EKm003709,
64122,Funhe2EKm003710t1,"Beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase (100%P)"
64259,Funhe2EKm003720t1,"Family with sequence similarity 83, member F (100%M)"
64258,Funhe2EKm003720,
64074,Funhe2EKm003707t1,Transmembrane protease serine (100%M)
64073,Funhe2EKm003707,
64064,Funhe2EKm003706t1,Uncharacterized protein
64063,Funhe2EKm003706,
64272,Funhe2EKm003708t1,Uncharacterized protein
64270,Funhe2EKm003708,
64182,Funhe2EKm003714t1,Voltage-dependent calcium channel gamma-2 subunit (100%T)
64181,Funhe2EKm003714,
64191,Funhe2EKm003715,
64192,Funhe2EKm003715t1,"CutA divalent cation tolerance (E, coli) (100%P)"
64193,Funhe2EKm003715t1,"CutA divalent cation tolerance (E, coli) (100%P)"
64209,Funhe2EKm003716t1,Somatostatin receptor type (100%T)
64208,Funhe2EKm003716,
64134,Funhe2EKm003711t1,TGF-beta-activated kinase 1 and MAP3K7-binding protein (100%P)
64133,Funhe2EKm003711,
64165,Funhe2EKm003713t1,Intraflagellar transport 27 (Chlamydomonas) (100%M)
64164,Funhe2EKm003713t1,Intraflagellar transport 27 (Chlamydomonas) (100%M)
64163,Funhe2EKm003713,
64154,Funhe2EKm003712t1,Synaptogyrin-1 (100%T)
64153,Funhe2EKm003712,
220776,Funhe2EKm026801,
220778,Funhe2EKm026801t1,Uncharacterized protein
220768,Funhe2EKm015760t1,Apolipoprotein L2 (100%M)
220767,Funhe2EKm015760,
220747,Funhe2EKm015758,
220748,Funhe2EKm015758t1,protein NLRC3 (5%M)
220763,Funhe2EKm015759,
220764,Funhe2EKm015759t1,Uncharacterized protein
220847,Funhe2EKm015764,
220860,Funhe2EKm015765t1,Uncharacterized protein
220848,Funhe2EKm015764t1,Uncharacterized protein
220859,Funhe2EKm015765,
220830,Funhe2EKm015763t1,UDP-glucuronosyltransferase 2A1 (91%M)
220829,Funhe2EKm015763,
220805,Funhe2EKm015762t1,Proline rich (84%M)
220803,Funhe2EKm015762,
220792,Funhe2EKm015761t1,Phosphatidylserine decarboxylase proenzyme (87%P)
220791,Funhe2EKm015761,
220804,Funhe2EKm015762t1,Proline rich (84%M)
220889,Funhe2EKm015771,
220891,Funhe2EKm015771t1,Heat shock 70kDa protein 12A (68%P)
220867,Funhe2EKm015767,
220868,Funhe2EKm015767t1,Heat shock 70kDa protein 12A (91%P)
220875,Funhe2EKm015769,
220876,Funhe2EKm015769t1,zinc finger BED domain-containing protein 1 (28%M)
220938,Funhe2EKm015777t1,zinc finger protein 318 (15%M)
220953,Funhe2EKm015778,
220937,Funhe2EKm015777,
220954,Funhe2EKm015778t1,Zinc finger protein (65%M)
220897,Funhe2EKm015773,
220898,Funhe2EKm015773t1,Delta 2 (93%P)
220913,Funhe2EKm015774,
220915,Funhe2EKm015774t1,Male-enhanced antigen (100%T)
220923,Funhe2EKm015776t1,Leucine-rich repeat-containing protein (100%T)
220922,Funhe2EKm015776,
221002,Funhe2EKm015783,
220995,Funhe2EKm015782t1,Ribonuclease H1 (65%Z)
221003,Funhe2EKm015783t1,Uncharacterized protein (69%M)
220994,Funhe2EKm015782,
220991,Funhe2EKm015781t1,Unknown
220972,Funhe2EKm015780,
220973,Funhe2EKm015780t1,Uncharacterized protein (76%M)
220990,Funhe2EKm015781,
221039,Funhe2EKm015786t1,Unknown
221038,Funhe2EKm015786,
221046,Funhe2EKm015787,
221047,Funhe2EKm015787t1,Latent-transforming growth factor beta-binding protein 1 (5%U)
221034,Funhe2EKm015785t1,Uncharacterized protein (72%M)
221033,Funhe2EKm015785,
221013,Funhe2EKm015784,
221014,Funhe2EKm015784t1,NXPE family member 3 (100%P)
221053,Funhe2EKm015788t1,Desmoglein-2 (56%M)
221052,Funhe2EKm015788,
221054,Funhe2EKm015788t1,Desmoglein-2 (56%M)
221067,Funhe2EKm015789,
221068,Funhe2EKm015789t1,Desmoglein-2 (100%M)
221069,Funhe2EKm015789t1,Desmoglein-2 (100%M)
221119,Funhe2EKm015794t1,CDD: N-acetylmuramoyl-L-alanine amidase (93%C)
221122,Funhe2EKm015798,
221123,Funhe2EKm015798t1,Coagulation factor VIII (70%Z)
221118,Funhe2EKm015794,
221091,Funhe2EKm015791,
221092,Funhe2EKm015791t1,Uncharacterized protein
221097,Funhe2EKm015792,
221098,Funhe2EKm015792t1,"Erythrocyte membrane protein band 4.1 (elliptocytosis 1, RH-linked) (100%S)"
221101,Funhe2EKm015793,
221102,Funhe2EKm015793t1,Proteoglycan-4 protein (55%)
221158,Funhe2EKm015803,
221159,Funhe2EKm015803t1,Interphotoreceptor matrix proteoglycan (59%M)
221126,Funhe2EKm015802,
221127,Funhe2EKm015802t1,SUMO1/sentrin specific peptidase (100%T)
221203,Funhe2EKm015807,
221204,Funhe2EKm015807t1,Uncharacterized protein
221164,Funhe2EKm015804,
221165,Funhe2EKm015804t1,SUMO1/sentrin specific peptidase 7 (15%T)
221175,Funhe2EKm015806,
221176,Funhe2EKm015806t1,Interphotoreceptor matrix proteoglycan (100%P)
221230,Funhe2EKm015810,
221231,Funhe2EKm015810t1,Natterin-3 (98%M)
221209,Funhe2EKm015808,
221210,Funhe2EKm015808t1,Natterin-3 (95%M)
221218,Funhe2EKm015809,
221219,Funhe2EKm015809t1,Peptidyl-tRNA hydrolase (92%M)
64299,Funhe2EKm003726,
64300,Funhe2EKm003726t1,Tctex1 domain-containing protein (86%P)
64294,Funhe2EKm003724t1,Neuromedin-U receptor (100%P)
64293,Funhe2EKm003724,
64284,Funhe2EKm003723t1,Aminoglycoside phosphotransferase domain containing (100%P)
64311,Funhe2EKm003727,
64283,Funhe2EKm003723,
64319,Funhe2EKm003721t1,Ephrin type-B receptor 3 (99%T)
64317,Funhe2EKm003721,
64312,Funhe2EKm003727t1,Receptor-transporting protein (100%P)
221267,Funhe2EKm015814t1,Uncharacterized protein
221266,Funhe2EKm015814,
221246,Funhe2EKm015812,
221247,Funhe2EKm015812t1,Zinc finger BED domain-containing protein 4 (33%U)
221252,Funhe2EKm015813,
221253,Funhe2EKm015813t1,Ig lambda chain V-I region HA (100%T)
221239,Funhe2EKm015811t1,Uncharacterized protein (73%T)
221238,Funhe2EKm015811,
221274,Funhe2EKm015816,
221275,Funhe2EKm015816t1,TE: Reverse transcriptase (47%T)
221291,Funhe2EKm015818t1,Coagulation factor VIII (100%M)
221290,Funhe2EKm015818,
221279,Funhe2EKm015817t1,General transcription factor II-I repeat domain-containing protein 2A (22%U)
221278,Funhe2EKm015817,
221303,Funhe2EKm015822,
221298,Funhe2EKm015821,
221299,Funhe2EKm015821t1,Uncharacterized protein (100%U)
221304,Funhe2EKm015822t1,Zinc finger BED domain-containing protein (79%M)
221314,Funhe2EKm015823t1,Unknown
221313,Funhe2EKm015823,
221341,Funhe2EKm015827t1,Pleckstrin domain-containing family O member (100%M)
221340,Funhe2EKm015827,
221335,Funhe2EKm015826t1,Zinc finger BED domain-containing protein (63%T)
221334,Funhe2EKm015826,
221330,Funhe2EKm015825t1,Zinc finger BED domain-containing protein (72%Z)
221318,Funhe2EKm015824t1,Zinc finger protein (100%P)
221329,Funhe2EKm015825,
221317,Funhe2EKm015824,
221356,Funhe2EKm015837,
221357,Funhe2EKm015837t1,Uncharacterized protein DDB_G0287625 (99%P)
221375,Funhe2EKm015832,
221376,Funhe2EKm015832t1,DNA-(apurinic or apyrimidinic site) lyase (46%M)
221379,Funhe2EKm015835,
221380,Funhe2EKm015835t1,Uncharacterized protein
221413,Funhe2EKm015842t1,Ig heavy chain V-I region EU (93%T)
221412,Funhe2EKm015842,
221406,Funhe2EKm013145t1,Low affinity immunoglobulin gamma Fc region receptor II-a (100%T)
221404,Funhe2EKm013145,
221395,Funhe2EKm015840t1,Ig heavy chain V-I region EU (93%T)
221384,Funhe2EKm015839t1,Low affinity immunoglobulin gamma Fc region receptor II-a (72%M)
221383,Funhe2EKm015839,
221393,Funhe2EKm015840,
221422,Funhe2EKm015843,
221423,Funhe2EKm015843t1,Uncharacterized protein
221441,Funhe2EKm015844,
221442,Funhe2EKm015844t1,Abhydrolase domain containing (97%T)
221460,Funhe2EKm015846,
221461,Funhe2EKm015846t1,"Hydroxyacyl-thioester dehydratase type 2, mitochondrial (94%T)"
221495,Funhe2EKm015849,
221496,Funhe2EKm015849t1,Coiled-coil domain-containing protein (91%M)
221505,Funhe2EKm015850,
221486,Funhe2EKm015848t1,Ras-related protein Rab-20 (97%P)
221485,Funhe2EKm015848,
221468,Funhe2EKm015847,
221469,Funhe2EKm015847t1,"Cat eye syndrome chromosome region, candidate (97%P)"
221506,Funhe2EKm015850t1,Solute carrier family 15 member (100%P)
221527,Funhe2EKm015851t1,Tripartite motif-containing protein (100%M)
221526,Funhe2EKm015851,
64461,Funhe2EKm003731t1,PHD finger protein (73%M)
64459,Funhe2EKm003731,
64456,Funhe2EKm003735t1,Uncharacterized protein
64455,Funhe2EKm003735,
64489,Funhe2EKm003736t1,Palmitoyltransferase ZDHHC3 (100%P)
64508,Funhe2EKm003737,
64509,Funhe2EKm003737t1,Uncharacterized protein (70%U)
64488,Funhe2EKm003736,
64403,Funhe2EKm003733t1,FERM domain-containing protein (84%M)
64402,Funhe2EKm003733,
64427,Funhe2EKm003734t1,Calcium/calmodulin-dependent protein kinase type II subunit beta (100%P)
64426,Funhe2EKm003734,
64514,Funhe2EKm003738,
64345,Funhe2EKm003728,
64346,Funhe2EKm003728t1,Chemokine receptor (83%M)
64352,Funhe2EKm003729,
64353,Funhe2EKm003729t1,"Transient receptor potential cation channel, subfamily C, member 5 (76%M)"
64515,Funhe2EKm003738t1,Uncharacterized protein (100%M)
64390,Funhe2EKm003732,
64391,Funhe2EKm003732t1,Dachshund (61%M)
221540,Funhe2EKm015853,
221541,Funhe2EKm015853t1,Pol protein (47%C)
221556,Funhe2EKm015856,
221573,Funhe2EKm015859t1,Cytochrome c-type heme lyase (100%S)
221572,Funhe2EKm015859,
221557,Funhe2EKm015856t1,ZBED4 (84%T)
221564,Funhe2EKm015857t1,Zinc finger BED domain-containing protein (76%T)
221563,Funhe2EKm015857,
221584,Funhe2EKm015862,
221585,Funhe2EKm015862t1,SCAN domain-containing protein 3 (11%U)
221602,Funhe2EKm015864t1,Uncharacterized protein
221612,Funhe2EKm015867,
221613,Funhe2EKm015867t1,ADP-dependent glucokinase (79%M)
221591,Funhe2EKm015863t1,TE: Reverse transcriptase protein (70%Z)
221590,Funhe2EKm015863,
221600,Funhe2EKm015864,
221638,Funhe2EKm015871t1,Ribonuclease (53%M)
221637,Funhe2EKm015871,
221632,Funhe2EKm015870t1,Ribonuclease (99%M)
221631,Funhe2EKm015870,
221616,Funhe2EKm015868,
221626,Funhe2EKm015869,
221627,Funhe2EKm015869t1,Ribonuclease (100%T)
221617,Funhe2EKm015868t1,Angiogenin (84%U)
221641,Funhe2EKm015872,
221642,Funhe2EKm015872t1,V-set domain-containing T-cell activation inhibitor 1 (21%U)
221697,Funhe2EKm015878,
221698,Funhe2EKm015878t1,Immune-type receptor 3a (85%T)
221694,Funhe2EKm015876t1,Uncharacterized protein
221669,Funhe2EKm015873,
221670,Funhe2EKm015873t1,Uncharacterized protein
221682,Funhe2EKm015874,
221683,Funhe2EKm015874t1,Unknown
221689,Funhe2EKm015875,
221690,Funhe2EKm015875t1,Uncharacterized protein (97%M)
221693,Funhe2EKm015876,
221716,Funhe2EKm015879t1,Snaclec subunit A (59%M)
221715,Funhe2EKm015879,
221724,Funhe2EKm015880t1,Lectin C-type domain containing protein (81%M)
221723,Funhe2EKm015880,
221771,Funhe2EKm015886t1,tetratricopeptide repeat domain 9B (30%T)
221770,Funhe2EKm015886,
221764,Funhe2EKm015885t1,Interferon-induced protein 44 (19%U)
221780,Funhe2EKm015887,
221781,Funhe2EKm015887t1,TE: Pol polyprotein (57%Z)
221763,Funhe2EKm015885,
221737,Funhe2EKm015882,
221738,Funhe2EKm015882t1,Lethal(3)malignant brain tumor protein (56%M)
221746,Funhe2EKm015883t1,Lethal(3)malignant brain tumor protein (56%M)
221745,Funhe2EKm015883,
221756,Funhe2EKm015884t1,Uncharacterized protein
221755,Funhe2EKm015884,
221795,Funhe2EKm015892t1,Uncharacterized protein LOC100007883 (45%M)
221794,Funhe2EKm015892,
221785,Funhe2EKm015889t1,TE: Pol polyprotein (50%Z)
221784,Funhe2EKm015889,
64817,Funhe2EKm003757t1,"Family with sequence similarity 117, member B (100%M)"
64816,Funhe2EKm003757,
64835,Funhe2EKm003760t1,Dedicator of cytokinesis protein 9 (96%P)
64834,Funhe2EKm003760,
64991,Funhe2EKm003763t1,Ribosomal protein S6 kinase alpha-4 (100%P)
64990,Funhe2EKm003763,
65016,Funhe2EKm003764t1,"Solute carrier family 4, sodium bicarbonate transporter, member 10 (100%P)"
65015,Funhe2EKm003764,
64943,Funhe2EKm003762t1,"Solute carrier family 15 (oligopeptide transporter), member 1 (100%P)"
64942,Funhe2EKm003762,
64751,Funhe2EKm003753,
64791,Funhe2EKm003756t1,"Islet cell autoantigen 1,69kDa (83%P)"
64631,Funhe2EKm003745t1,Uncharacterized protein
64630,Funhe2EKm003745,
64616,Funhe2EKm003743t1,Midasin (100%P)
64615,Funhe2EKm003743,
64605,Funhe2EKm003742t1,Regulator of calcineurin (89%P)
64653,Funhe2EKm003749t1,Runt-related transcription factor 1 (98%P)
64652,Funhe2EKm003749,
64604,Funhe2EKm003742,
64648,Funhe2EKm003748,
64643,Funhe2EKm003747t1,TE: Reverse transcriptase (97%Z)
64642,Funhe2EKm003747,
64639,Funhe2EKm003746t1,TE: Reverse transcriptase (74%M)
64638,Funhe2EKm003746,
64649,Funhe2EKm003748t1,TE: Reverse transcriptase (72%Z)
64542,Funhe2EKm003739t1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-4 (63%S)"
64541,Funhe2EKm003739,
64581,Funhe2EKm003741t1,Uncharacterized protein
64580,Funhe2EKm003741,
64577,Funhe2EKm003740t1,CDD: THAP domain (85%)
64576,Funhe2EKm003740,
64752,Funhe2EKm003753t1,THAP domain-containing protein (83%Z)
64762,Funhe2EKm003755,
64790,Funhe2EKm003756,
64763,Funhe2EKm003755t1,WD repeat domain (100%P)
64696,Funhe2EKm003751,
64671,Funhe2EKm003750t1,Downstream neighbor of son (100%P)
64670,Funhe2EKm003750,
64697,Funhe2EKm003751t1,Nuclear fragile X mental retardation-interacting protein (100%M)
64721,Funhe2EKm003752t1,NOP58 ribonucleoprotein (88%P)
64720,Funhe2EKm003752,
65069,Funhe2EKm003765,
65137,Funhe2EKm027029,
65139,Funhe2EKm027029t1,"Bone morphogenetic protein receptor, type II (serine/threonine kinase) (100%M)"
65070,Funhe2EKm003765t1,Glucagon-1 (100%M)
65082,Funhe2EKm003766,
65083,Funhe2EKm003766t1,Dipeptidyl-peptidase 10 (100%P)
221801,Funhe2EKm015893,
221802,Funhe2EKm015893t1,LRBA protein (57%M)
221805,Funhe2EKm015894,
221807,Funhe2EKm015894t1,StAR-related lipid transfer (START) domain containing 13 (100%P)
221837,Funhe2EKm015896t1,Ubiquitin protein ligase E3 component n-recognin 3 (100%P)
221836,Funhe2EKm015896,
221902,Funhe2EKm015898t1,Znf420 protein (59%Z)
221900,Funhe2EKm015898,
221881,Funhe2EKm015897t1,Znf420 protein (96%M)
221880,Funhe2EKm015897,
221982,Funhe2EKm021266t1,CLIP-associating protein 1 (71%M)
221981,Funhe2EKm021266,
221910,Funhe2EKm015901t1,CLIP-associating protein 1 (96%T)
221909,Funhe2EKm015901,
222044,Funhe2EKm015903,
222045,Funhe2EKm015903t1,Uncharacterized protein
222062,Funhe2EKm015904t1,Uncharacterized protein
222061,Funhe2EKm015904,
222032,Funhe2EKm015902t1,Uncharacterized protein
222031,Funhe2EKm015902,
222088,Funhe2EKm015908,
222089,Funhe2EKm015908t1,Nucleotide-binding oligomerization domain-containing protein 1 (56%M)
222090,Funhe2EKm015908t1,Nucleotide-binding oligomerization domain-containing protein 1 (56%M)
222069,Funhe2EKm015907,
222070,Funhe2EKm015907t1,Nucleotide-binding oligomerization domain-containing protein 1 (59%M)
222118,Funhe2EKm015911,
222119,Funhe2EKm015911t1,Immune-type receptor (94%P)
222099,Funhe2EKm015909,
222100,Funhe2EKm015909t1,Ig lambda chain V-I region NIG-64 (83%T)
222107,Funhe2EKm015910,
222108,Funhe2EKm015910t1,Uncharacterized protein
222146,Funhe2EKm015915,
222147,Funhe2EKm015915t1,PiggyBac transposable element-derived protein 4 (29%U)
222151,Funhe2EKm015916t1,Nuclease HARBI1 (100%T)
222150,Funhe2EKm015916,
222137,Funhe2EKm015914t1,Uncharacterized protein
222136,Funhe2EKm015914,
222133,Funhe2EKm015913t1,TE: Reverse transcriptase (76%C)
222132,Funhe2EKm015913,
222196,Funhe2EKm015920,
222197,Funhe2EKm015920t1,Unknown
222187,Funhe2EKm015919t1,Uncharacterized protein
222209,Funhe2EKm015921,
222210,Funhe2EKm015921t1,Uncharacterized protein (59%C)
222186,Funhe2EKm015919,
222182,Funhe2EKm015918,
222154,Funhe2EKm015917,
222155,Funhe2EKm015917t1,"Solute carrier family 30 (zinc transporter), member (100%T)"
222183,Funhe2EKm015918t1,Uncharacterized protein
222231,Funhe2EKm015925t1,Acyl-CoA synthetase long-chain family member 1 (100%P)
222229,Funhe2EKm015925,
222226,Funhe2EKm015924t1,Unknown (17%U)
222225,Funhe2EKm015924,
222214,Funhe2EKm015922t1,Uncharacterized protein (89%M)
222213,Funhe2EKm015922,
65299,Funhe2EKm003773,
65300,Funhe2EKm003773t1,"Inter-alpha-trypsin inhibitor heavy chain family, member 4 (100%P)"
65295,Funhe2EKm003772t1,"Inter-alpha-trypsin inhibitor heavy chain family, member 4 (93%P)"
65294,Funhe2EKm003772,
65266,Funhe2EKm003770t1,Interleukin 17 receptor C (71%M)
65389,Funhe2EKm003777,
65265,Funhe2EKm003770,
65331,Funhe2EKm003775,
65332,Funhe2EKm003775t1,Serine/threonine-protein kinase WNK2 (100%T)
520470,Funhe2EKm003769t1,ELKS/RAB6-interacting/CAST family member 2 (100%P)
520468,Funhe2EKm003769,
65168,Funhe2EKm003767,
65169,Funhe2EKm003767t1,BRCA1 associated protein-1 (ubiquitin carboxy-terminal hydrolase) (100%P)
65390,Funhe2EKm003777t1,Ninjurin-1 (79%M)
65240,Funhe2EKm003768,
65241,Funhe2EKm003768t1,Histone deacetylase complex subunit SAP130-A (96%M)
65206,Funhe2EKm003774,
65208,Funhe2EKm003774t1,"Inter-alpha-trypsin inhibitor heavy chain family, member 4 (100%P)"
65569,Funhe2EKm003785,
65570,Funhe2EKm003785t1,Orexin receptor type (100%P)
65579,Funhe2EKm003786,
65580,Funhe2EKm003786t1,"Calcium channel, voltage-dependent, alpha 2/delta subunit 3 (100%P)"
65436,Funhe2EKm003781,
65437,Funhe2EKm003781t1,Uncharacterized protein (91%C)
65395,Funhe2EKm003778,
65396,Funhe2EKm003778t1,ninjurin-1 (98%M)
65403,Funhe2EKm003779,
65404,Funhe2EKm003779t1,Chromosome 9 open reading frame (100%P)
65418,Funhe2EKm003780,
65419,Funhe2EKm003780t1,Bicaudal D (100%P)
65454,Funhe2EKm003782,
65496,Funhe2EKm003784,
65497,Funhe2EKm003784t1,Voltage-dependent L-type calcium channel subunit alpha-1D (94%M)
65455,Funhe2EKm003782t1,Transketolase (100%P)
65484,Funhe2EKm003783,
65485,Funhe2EKm003783t1,Voltage-dependent L-type calcium channel subunit alpha-1D (74%M)
222293,Funhe2EKm015930,
222294,Funhe2EKm015930t1,Uncharacterized protein
222275,Funhe2EKm015928,
222276,Funhe2EKm015928t1,Uncharacterized protein
222283,Funhe2EKm015929,
222284,Funhe2EKm015929t1,Uncharacterized protein
222316,Funhe2EKm015936t1,retrotransposon protein 1-like (9%M)
222315,Funhe2EKm015936,
222312,Funhe2EKm015935t1,Pol protein (17%U)
222304,Funhe2EKm015934t1,Rho GTPase activating protein 39 (10%T)
222303,Funhe2EKm015934,
222311,Funhe2EKm015935,
222335,Funhe2EKm015940,
222336,Funhe2EKm015940t1,Ribonuclease inhibitor (91%T)
222331,Funhe2EKm015939,
222332,Funhe2EKm015939t1,1-encoded protein (95%C)
218086,Funhe2EKm015446t1,1-encoded protein (100%P)
222324,Funhe2EKm015937,
222325,Funhe2EKm015937t1,Uncharacterized protein
218084,Funhe2EKm015446,
222381,Funhe2EKm015946t1,Uncharacterized protein (79%Z)
222374,Funhe2EKm015945,
222375,Funhe2EKm015945t1,Carcinoembryonic antigen-related cell adhesion molecule 20 variant 4L (100%P)
222380,Funhe2EKm015946,
222382,Funhe2EKm015946t1,Uncharacterized protein (79%Z)
222365,Funhe2EKm015943,
222345,Funhe2EKm015942,
222346,Funhe2EKm015942t1,Uncharacterized protein (79%M)
222367,Funhe2EKm015943t1,Neuronal growth regulator (81%T)
222402,Funhe2EKm015950t1,Uncharacterized protein (59%Z)
222401,Funhe2EKm015950,
222396,Funhe2EKm015949l2,
222397,Funhe2EKm015949l2t1,Chromosome 11 open reading frame (100%M)
222393,Funhe2EKm015949t1,Uncharacterized protein (91%C)
222392,Funhe2EKm015949,
222428,Funhe2EKm015952t1,Ribonuclease H1 (72%M)
222437,Funhe2EKm015954,
222427,Funhe2EKm015952,
222438,Funhe2EKm015954t1,Zinc finger protein (58%M)
222407,Funhe2EKm019386t1,Zinc finger protein 226 (95%T)
222415,Funhe2EKm015951,
222405,Funhe2EKm019386,
222416,Funhe2EKm015951t1,Ribonuclease inhibitor (75%P)
222444,Funhe2EKm015956t1,Unknown (53%U)
222447,Funhe2EKm015957,
222448,Funhe2EKm015957t1,DCP2 decapping enzyme (100%P)
222443,Funhe2EKm015956,
222516,Funhe2EKm015960t1,Uncharacterized protein
222515,Funhe2EKm015960,
